date,time,game,stadium,note
06.25(목),18:30,KIAvs키움,고척,-
06.25(목),18:30,두산vs한화,대전,-
06.26(금),18:30,KIAvs두산,잠실,-
06.26(금),18:30,한화vsSSG,문학,-
06.26(금),18:30,LGvs롯데,사직,-
06.26(금),18:30,KTvs삼성,대구,-
06.26(금),18:30,키움vsNC,창원,-
06.27(토),17:00,KIAvs두산,잠실,-
06.27(토),17:00,한화vsSSG,문학,-
06.27(토),17:00,LGvs롯데,사직,-
06.27(토),17:00,KTvs삼성,대구,-
06.27(토),17:00,키움vsNC,창원,-
06.28(일),17:00,KIAvs두산,잠실,-
06.28(일),17:00,한화vsSSG,문학,-
06.28(일),17:00,LGvs롯데,사직,-
06.28(일),17:00,KTvs삼성,대구,-
06.28(일),17:00,키움vsNC,창원,-
06.30(화),18:30,롯데vs두산,잠실,-
06.30(화),18:30,삼성vsNC,창원,-
06.30(화),18:30,SSGvsKIA,광주,-
06.30(화),18:30,LGvs키움,고척,-
06.30(화),18:30,KTvs한화,대전,-
